,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income_bracket
940,37,Private,73064,10th,6,Married-civ-spouse,Sales,Wife,White,Female,0,0,45,United-States,>50K
941,62,?,225014,Assoc-voc,11,Divorced,?,Other-relative,White,Female,0,0,38,United-States,<=50K
942,17,Private,24827,12th,8,Never-married,Sales,Own-child,White,Female,0,0,35,Ireland,<=50K
943,48,Private,1158908,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Male,0,0,40,?,<=50K
944,29,Private,255191,12th,8,Married-civ-spouse,Other-service,Wife,White,Female,0,0,30,United-States,<=50K
945,32,Private,259510,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,25,United-States,<=50K
946,74,Private,124589,Bachelors,13,Widowed,Sales,Other-relative,Black,Female,0,0,45,United-States,<=50K
947,77,State-gov,131013,11th,7,Divorced,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
948,38,Private,159759,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,60,United-States,>50K
949,26,Private,141807,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
950,46,Private,358701,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,1590,40,Mexico,<=50K
951,18,?,317702,Some-college,10,Never-married,?,Own-child,Black,Female,0,0,12,United-States,<=50K
952,39,Private,99185,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
953,33,Private,201498,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,>50K
954,18,Private,263340,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
955,23,Federal-gov,172104,Some-college,10,Divorced,Adm-clerical,Own-child,Other,Female,0,0,40,India,<=50K
956,26,Private,97304,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,?,>50K
957,38,Private,237452,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,40,Cuba,>50K
958,35,Private,50248,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
959,28,Private,215304,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1740,40,United-States,<=50K
960,23,Private,190636,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,>50K
961,52,Private,71788,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
962,53,Private,285437,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,>50K
963,27,Private,172232,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,10,United-States,<=50K
964,37,Private,218676,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
965,49,Private,143058,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
966,35,Private,188786,12th,8,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
967,27,Private,271753,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,36,United-States,<=50K
968,21,Private,181091,Masters,14,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
969,22,Private,125421,Bachelors,13,Never-married,Machine-op-inspct,Other-relative,Black,Male,0,0,40,United-States,<=50K
970,69,Private,135028,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
971,44,Private,100960,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
972,42,Private,315014,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
973,43,Local-gov,177675,Some-college,10,Widowed,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
974,37,Private,312088,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
975,28,Private,236338,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K
976,52,Federal-gov,66473,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
977,58,Private,323251,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
978,56,State-gov,386019,Bachelors,13,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
979,30,Private,165107,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K
980,25,Private,180401,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
981,41,Private,225097,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1876,40,United-States,<=50K
982,40,Private,226971,12th,8,Divorced,Craft-repair,Unmarried,White,Male,0,0,30,United-States,<=50K
983,39,Private,30811,11th,7,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,38,?,<=50K
984,49,Private,383603,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,48,United-States,<=50K
985,47,Private,110946,10th,6,Divorced,Craft-repair,Unmarried,Black,Male,0,0,50,United-States,<=50K
986,32,Federal-gov,27356,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,1672,20,United-States,<=50K
987,42,Private,74775,Some-college,10,Divorced,Transport-moving,Unmarried,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
988,59,Private,155930,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,>50K
989,33,Private,114059,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
990,51,State-gov,138597,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
991,31,Private,148995,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Female,0,1977,60,United-States,>50K
992,19,Private,304246,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
993,36,Private,48300,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
994,20,?,205844,HS-grad,9,Never-married,?,Not-in-family,White,Male,0,0,30,United-States,<=50K
995,33,Private,182432,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,>50K
996,72,Self-emp-inc,497280,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
997,48,Private,304949,HS-grad,9,Widowed,Craft-repair,Other-relative,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
998,30,Self-emp-not-inc,112650,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,72,United-States,>50K
999,38,Self-emp-not-inc,175255,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1902,40,United-States,>50K
